id,y_2021
37063001400,18957
37063001002,33476
37063001304,17301
37063001501,27393
37063000102,39818
37063001502,24592
37063000301,14266
37063000401,33990
37063001708,62585
37063001100,13967
37063000900,10265
37063002016,29276
37063002015,37494
37063001801,312978
37063002007,38631
37063002009,73786
37063002200,15384
37063002026,57677
37063002300,12282
37063001301,7311
37063000302,17228
37063000101,34080
37063001807,49908
37063001503,4201
37063001303,14986
37063001710,33184
37063000200,30221
37063001709,82834
37063001705,59121
37063001802,92741
37063000402,14324
37063000500,22389
37063001001,22875
37063000700,34063
37063000600,71913
